GeneSymbol,GeneID,GeneLength
RSPH4A,345895,2840
C12orf49,79794,2775
ATXN1L,342371,8188
DEFB118,117285,588
LRP4,4038,8165
OR5T1,390155,981
C1orf180,439927,2932
CYorf15B,84663,3314
CELF4,56853,6466
HIBCH,26275,1726
GAS6,2621,3901
SLC35A1,10559,3109
RNF38,152006,5656
FEZF1,389549,2104
IRF9,10379,1676
SLCO1A2,6579,8864
ANXA3,306,1756
GUCY1B2,2974,3990
PWWP2A,114825,5768
LOC100287704,100287704,654
TWSG1,57045,3913
PGM3,5238,2225
C12orf60,144608,1124
BCAT2,587,4277
PMS2L5,5383,2022
PHEX,5251,3275
RIC8B,55188,7441
ADAMTS15,170689,2852
ZC3H3,23144,3277
PGC,5225,1354
B3GALNT2,148789,6022
EFCAB5,374786,6342
TTC8,123016,2664
WDR55,54853,2578
PCA3,50652,3900
TMEM90A,646658,2607
RNF10,9921,3861
IGFBP6,3489,966
PUF60,22827,2725
C17orf51,339263,8649
PAX7,5081,6311
LOC729678,729678,3152
STIM1,6786,4266
DDX19B,11269,2246
ALX3,257,1477
GHDC,84514,2997
TGFBR3,7049,7451
WBP2,23558,2554
KRTAP13-3,337960,520
PAPPA2,60676,7865
NGB,58157,1876
C15orf60,283677,923
PPP3R1,5534,3011
PROP1,5626,1464
ADAM21P1,145241,2048
FAM110C,642273,965
FCRLA,84824,2362
CPSF2,53981,5041
RMRP,6023,265
C17orf96,100170841,3227
METAP1,23173,6577
FKBP10,60681,3066
ANO9,338440,3099
CXCL1,2919,1103
ZNF136,7695,2970
OR56A1,120796,956
EEF1DP3,196549,1611
SYT17,51760,4136
ATL1,51062,2915
DHRS7,51635,1938
MICA,4276,2349
GATSL1,389523,990
SNHG7,84973,4522
LGALS3,3958,1062
KLF8,11279,9052
RAD51AP2,729475,3986
HAP1,9001,4114
GAB2,9846,6127
TTTY6,84672,615
LOC100272217,100272217,2143
CHAD,1101,1705
ANO3,63982,6198
ACTR6,64431,2821
TSC22D3,1831,2984
TRO,7216,5144
SNORD65,692106,73
CCDC27,148870,2174
KRT81,3887,2578
MAS1,4142,1132
RBM15B,29890,6604
HNRNPK,3190,4306
GALNT14,79623,3765
FAM60A,58516,3665
DNAH10,196385,14949
FAM200A,221786,2639
CR1,1378,11896
IL20RA,53832,3985
C14orf142,84520,1176
FAM181B,220382,1854
PFN4,375189,775
C14orf106,55320,4895
SLC39A10,57181,5524
SYT8,90019,2314
CRTC3,64784,6255
BMP5,653,2168
SLFN11,91607,5274
SLC25A5,292,1284
WDR88,126248,1720
ANAPC11,51529,1393
DDX52,11056,5223
FGR,2268,2954
C6orf134,79969,3424
LOC728613,728613,4793
CASP4,837,2698
SEMA4A,64218,3541
TEX13A,56157,1378
MED12L,116931,8643
LOC151534,151534,2449
VDR,7421,5316
CCDC46,201134,4021
ZC3H8,84524,1604
LIMK2,3985,4956
LOC221710,221710,4686
MIOS,54468,3480
CMTM7,112616,1351
CNP,1267,5678
UNKL,64718,4720
HAVCR1,26762,2040
GPN3,51184,1493
PTN,5764,1644
CCDC88A,55704,14412
CPZ,8532,3798
DNAJC7,7266,2201
C4orf47,441054,974
TOR1B,27348,2769
IL10RB,3588,2716
MPZL3,196264,982
SNAPC1,6617,2655
UBA1,7317,4810
GBP4,115361,6144
NFKBIE,4794,2581
TRIP12,9320,7042
SNORD90,692206,107
GSC,145258,1188
CENPL,91687,3034
SFTPC,6440,1984
ANKRD43,134548,3456
SNHG6,641638,472
KCTD9,54793,3351
CXCL14,9547,1971
OR2M1P,388762,645
OR52D1,390066,956
NCOA3,8202,10400
ARFGEF2,10564,9031
CCDC64B,146439,4241
OR7A10,390892,930
HELZ,9931,14841
C14orf149,112849,2019
ST3GAL1,6482,6971
SIDT2,51092,4087
LARP1B,55132,6460
DENND5B,160518,10787
ASB2,51676,4613
AGFG2,3268,5442
SYNJ1,8867,7228
C12orf57,113246,1344
ZNF345,25850,3673
NSUN7,79730,4202
CSTB,1476,657
NUDCD2,134492,947
POLH,5429,8895
PHACTR1,221692,7287
GNAS,2778,8967
MIP,4284,2003
TALDO1,6888,1952
DLL4,54567,3383
FAM136A,84908,2002
EHD3,30845,3905
HAGH,3029,2272
MVD,4597,2757
SPTBN1,6711,14188
KRTAP10-2,386679,1071
RALA,5898,2792
OR10A2,341276,912
CDK2,1017,2292
CD1A,909,2093
SAP18,10284,2300
INF2,64423,5685
ACBD4,79777,3092
C7orf53,286006,2079
SPTLC1,10558,5998
OR4A5,81318,948
YKT6,10652,2765
IGSF1,3547,6577
FCGRT,2217,3601
TYROBP,7305,563
LOC100133920,100133920,2029
BHMT,635,2499
NOL7,51406,873
NFS1,9054,3243
LGALS3BP,3959,2259
GHRHR,2692,2041
MYH8,4626,6038
ZNF212,7988,2759
HSPB8,26353,2001
ATP2A3,489,4857
DNAJC5,80331,7026
TMEM138,51524,3468
SPOCD1,90853,7419
CPPED1,55313,6164
SOX5,6660,5549
LYRM7,90624,6213
GABPB2,126626,2001
NEIL3,55247,2952
SNORA14A,677801,134
SETDB1,9869,4790
VEGFB,7423,1117
TBC1D22A,25771,3376
OR6B2,389090,1510
NARG2,79664,14651
COL2A1,1280,5302
LOC91948,91948,1517
HOXD10,3236,1803
SNORD25,9303,66
OR5H15,403274,940
CHFR,55743,3442
CFHR5,81494,2826
TAF7L,54457,2713
WT1,7490,3466
ACSM2B,348158,2666
HIST1H2BN,8341,751
OR8B8,26493,935
PMS2L1,5379,2117
NDST2,8509,4824
CMC1,152100,623
TWISTNB,221830,3892
RSPO3,84870,2479
ATXN7,6314,8186
C5,727,5951
APCS,325,930
SPTBN2,6712,8159
BVES,11149,5786
CHPF2,54480,3980
HLCS,3141,7123
PTPLA,9200,2708
GGT6,124975,2821
LOC149134,149134,2889
C4orf11,439934,909
UBE2C,11065,1599
CRABP1,1381,772
SEMA3A,10371,5653
GRAMD2,196996,3332
LRFN4,78999,2706
SNORA2B,677794,137
TPO,7173,3909
ST7OT2,93654,1943
CLUAP1,23059,6101
CYP3A7,1551,2079
FLJ46321,389763,4832
AMELX,265,834
DIRC3,729582,4095
XKR5,389610,5929
ZIM2,23619,2430
LOC731779,731779,795
ZNF436,80818,4813
STAG3,10734,4490
IRX3,79191,2308
ZNF547,284306,3057
RNASE2,6036,799
ZNF622,90441,1691
KRTAP5-1,387264,942
RPS17,6218,495
SOD1,6647,1830
RPL36,25873,602
SNORD113-9,767569,70
DDIT4,54541,1752
DCLK2,166614,3742
MAFG,4097,5217
TEF,7008,4589
PDYN,5173,2720
NEU4,129807,3079
DEM1,64789,3056
SSR1,6745,9863
AS3MT,57412,2914
C17orf105,284067,827
PPIL3,53938,1712
KIAA0319L,79932,8137
RPP40,10799,1158
OGN,4969,3065
PXK,54899,2642
TMEM110,375346,2018
HOOK3,84376,14958
S100A16,140576,1175
CBR4,84869,4970
IFT122,55764,5473
TMEM38A,79041,1623
CPSF3L,54973,6100
COLEC11,78989,1572
LPPR2,64748,3720
RAB40A,142684,1345
PEX1,5189,4416
HIST1H3D,8351,863
SENP3,26168,3512
MAGOH,4116,681
TBK1,29110,2982
LIME1,54923,1684
LOC100101938,100101938,3725
CXorf61,203413,518
EDNRA,1909,4312
OLFML1,283298,3253
WDR49,151790,3721
C10orf18,54906,9866
CARD16,114769,758
EVI2B,2124,2068
ABCG4,64137,3941
C1orf107,27042,8498
SH3BGR,6450,1279
PLCE1,51196,8785
IL1A,3552,2927
GPR34,2857,2056
LOC100287718,100287718,999
DYNLRB1,83658,2924
TTC16,158248,3592
SETD7,80854,7595
CDC6,990,3053
CYP2A13,1553,1746
ARHGAP21,57584,8579
SKIV2L2,23517,4203
PRDXDD1P,344405,2151
SPATA17,128153,1732
MAGEA9B,728269,1824
MOSPD3,64598,1397
FUK,197258,4448
ERMAP,114625,5260
ATP2A1,487,3695
CDCP1,64866,6238
NCRNA00086,399668,3455
BCAR4,400500,972
CSPP1,79848,6443
GRK7,131890,1744
RPS27A,6233,930
XIAP,331,8506
OR2H2,7932,1063
OR1J2,26740,4151
HES7,84667,1674
PPIC,5480,1952
CHCHD2,51142,813
BTG4,54766,1107
PPIP5K2,23262,5927
RFPL2,10739,2722
GPR82,27197,2278
SNORA18,677805,132
CDX2,1045,2089
CEBPD,1052,1251
SCML4,256380,6799
EEF1A2,1917,1873
BICD1,636,3932
USP17L6P,391622,1195
CBLL1,79872,4338
SIK1,150094,4703
ZNF398,57541,5969
CP,1356,5848
REG3G,130120,941
PITPNC1,26207,2106
SAPS3,55291,6914
MMP8,4317,3152
NPVF,64111,1186
PMPCB,9512,5144
SCO2,9997,1019
SRXN1,140809,3364
OPN4,94233,2912
NMNAT3,349565,2416
NCF4,4689,1642
PPM1B,5495,5588
SMCR5,140771,2844
TMEM60,85025,872
LOC100132111,100132111,760
SLC30A6,55676,2596
SLC22A8,9376,8306
LTV1,84946,3467
KDSR,2531,5197
LIMS3,96626,1182
ATF2,1386,2785
C20orf4,25980,3078
C19orf57,79173,2868
NPSR1,387129,1924
SYTL5,94122,4882
HSPBAP1,79663,2681
ZNF526,116115,3954
MON1B,22879,3677
KIAA0913,23053,7866
S100A11,6282,593
MEIS3P1,4213,2854
EPGN,255324,1162
LRRC59,55379,2827
CD69,969,2492
GPT,2875,2205
FANCD2,2177,7790
C20orf165,128497,718
CYP46A1,10858,8528
SLC16A5,9121,2619
RNF144B,255488,4766
TMEM14B,81853,2290
PDHB,5162,1719
CSK,1445,3426
PPP2R3B,28227,3216
ENTPD8,377841,2468
IL2,3558,794
ZNF844,284391,2834
GNAZ,2781,3208
MPP4,58538,7921
ZNF768,79724,3779
KRTAP6-2,337967,188
KLRC3,3823,2074
C17orf97,400566,2467
POLR2A,5430,6845
ARPC3,10094,883
SSTR3,6753,2148
TGOLN2,10618,6954
BCKDHA,593,2505
C17orf90,339229,1559
UGT3A2,167127,2341
ZDHHC7,55625,3273
BHLHB9,80823,4280
GTPBP8,29083,2039
LOC554202,554202,2234
FAM65A,79567,4696
HAND2,9464,3024
SLC39A12,221074,2808
XIRP1,165904,6451
B2M,567,1613
HLA-DQA2,3118,1707
SH3RF1,57630,5265
MAP2K3,5606,2615
GPKOW,27238,1651
WBP1,23559,2846
CPN2,1370,3027
DNAH9,1770,15626
SEMA3D,223117,7062
EMID1,129080,2150
CHI3L1,1116,2861
SAA2,6289,1468
ISL1,3670,2711
SUSD2,56241,3183
FBXO36,130888,4138
PPP1R14C,81706,2209
CT45A1,541466,1007
PPFIA1,8500,6496
SORBS3,10174,3282
AIRE,326,3095
LOC729020,729020,2130
UGT2B15,7366,2137
SNORD33,26818,83
PLXNA1,5361,10549
FOXD2,2306,4674
GABARAPL2,11345,1001
AADAC,13,1606
ACSS2,55902,3193
PTOV1,53635,2792
KCNH5,27133,4156
HOXD4,3233,1294
KNDC1,85442,8348
CCDC57,284001,9446
CCDC85A,114800,3982
SNAI2,6591,2098
MARCH6,10299,5827
PSTPIP2,9050,3023
FEM1C,56929,5813
PPM1L,151742,3651
SLC39A7,7922,2461
ZNF37A,7587,7016
TSHZ3,57616,4911
SYT14L,401135,2626
HNRNPA1,3178,3219
KRT12,3859,1992
MYO15B,80022,13158
WBSCR22,114049,3594
C19orf60,55049,2388
EDF1,8721,765
EPB41L1,2036,9216
GSG1L,146395,5074
HDAC8,55869,3560
RBMY2FP,159162,2040
ATP2B4,493,9161
TCF7L2,6934,4927
PCDHB11,56125,3435
PPA2,27068,3380
KRTAP21-1,337977,238
KLHL14,57565,4265
EIF1,10209,1325
CLN5,1203,2799
RPS12,6206,2342
ZNF343,79175,3897
LAMA1,284217,11994
DEFB110,245913,515
TPM1,7168,3591
AP4B1,10717,4206
IL12B,3593,2347
WAS,7454,1828
ALS2CL,259173,5395
MRGPRX4,117196,1444
GADD45B,4616,1489
SLC7A4,6545,2315
RABIF,5877,2427
C10orf40,283025,1814
VANGL1,81839,9188
SQSTM1,8878,6103
CATSPER3,347732,1337
MRPS15,64960,965
RASA4P,401331,3272
CHTF8,54921,2987
FAM70B,348013,1927
GPD2,2820,6541
LHB,3972,522
SKP2,6502,1798
BEGAIN,57596,2922
GNPTAB,79158,7980
SEMA6C,10500,3984
BTNL8,79908,2412
C20orf132,140699,3646
SPTY2D1,144108,5882
DNASE1L3,1776,2276
MST1R,4486,4978
MMP25,64386,3882
C15orf37,283687,2084
TAF1D,79101,1883
IGF2BP1,10642,8767
TTTY5,83863,1561
LSM2,57819,855
ZNF673,55634,2485
MAGEB3,4114,2303
PARD3,56288,4283
OTUD1,220213,3111
PYDC2,152138,292
ZNF749,388567,2929
CLOCK,9575,6438
GRID2IP,392862,4631
PYY2,23615,1068
FRMPD2,143162,5549
PHACTR4,65979,7293
NUFIP2,57532,10879
AKAP9,10142,16248
SART1,9092,4221
C1orf192,257177,773
ENAM,10117,5674
HSPB6,126393,1457
ZNF503,84858,3179
MTHFD2L,441024,7245
PPIE,10450,5750
CLCNKA,1187,3383
MYL7,58498,595
IFNA14,3448,1089
FKRP,79147,3474
ATP6V1H,51606,3801
PAPD7,11044,4087
SGK223,157285,4626
TCEAL5,340543,1168
LOC285830,285830,3811
ZNF488,118738,3494
TNFRSF11A,8792,3124
HAUS1,115106,1164
KALRN,8997,17167
INTU,27152,3366
UBAP2,55833,7660
TNNI3,7137,847
AKR7A2,8574,1781
SUMO1P3,474338,1204
SBF2,81846,15647
OR1S1,219959,977
PLLP,51090,1484
LOC96610,96610,19405
USPL1,10208,9038
DNAJC22,79962,2287
L2HGDH,79944,6250
DLX2,1746,2620
FAM57B,83723,2197
OST4,100128731,483
C6orf70,55780,3244
PAPOLB,56903,4255
CLCA4,22802,3206
RSRC2,65117,2477
HBA2,3040,843
RCBTB2,1102,4232
FANCB,2187,3008
CEACAM18,729767,1197
C9orf95,54981,1805
STAT3,6774,5961
OIT3,170392,2361
DDX24,57062,2947
RAB30,27314,2545
PURG,29942,3767
NPHP3,27031,5633
GAP43,2596,2104
PGS1,9489,4484
SLCO3A1,28232,6145
MBOAT2,129642,3856
HCCS,3052,2344
VKORC1L1,154807,4878
NCRNA00028,140875,587
NKRF,55922,3854
CHMP5,51510,3377
ITM2A,9452,1830
ARVCF,421,5116
C14orf115,55237,3415
KDM4C,23081,9141
TXNRD3IT1,645840,3209
DNAJC12,56521,1525
DKK3,27122,4581
PCDHGA2,56113,4836
LCK,3932,2594
TMEM11,8834,1688
CD24,100133941,2178
ACTRT1,139741,1440
PLBD2,196463,2832
GPAT2,150763,3606
LMO7,4008,10494
C12orf35,55196,6293
OR2B11,127623,953
C3P1,388503,3761
PRUNE,58497,2977
VSIG4,11326,2213
ADCY9,115,7724
RDM1,201299,1305
CAMK2N2,94032,1360
LAD1,3898,3503
KRT9,3857,2287
SYT16,83851,3579
RPP14,11102,3598
ARG2,384,1978
C1orf66,51093,2268
AQP12B,653437,3302
C4orf17,84103,1788
KRTAP4-7,100132476,936
AFAP1,60312,7770
RNF44,22838,4731
UBTD2,92181,3015
CT62,196993,1831
HYI,81888,1324
PGP,283871,3136
MOSC1,64757,2293
FBXL7,23194,4562
DNAJC30,84277,2534
NCALD,83988,4486
TMEM209,84928,4130
KRTAP4-4,84616,1076
GLIPR2,152007,3215
SMAD2,4087,11156
NCRNA00032,158035,2911
PRDX4,10549,920
NKAIN4,128414,2605
LOC440354,440354,11233
ORC1L,4998,3156
SNORD115-5,100033442,82
ZBTB8A,653121,8997
NPM1,4869,1806
DISC1,27185,13317
PI4KAP1,728233,5556
C16orf58,64755,5553
DPH3,285381,4238
USP9Y,8287,10055
MRPS30,10884,1818
TFF1,7031,492
DCAF4,26094,4166
NDUFS4,4724,676
SEPP1,6414,4780
LOC388692,388692,12267
FAM171A1,221061,3947
SNORD114-5,767581,68
BSCL2,26580,2877
C9orf122,158228,1725
C22orf23,84645,1560
DCUN1D2,55208,3181
E2F3,1871,5009
SNORA6,574040,149
CDKL4,344387,1565
CFHR2,3080,1036
ATXN3,4287,6922
BHLHE41,79365,3778
NR2F1,7025,3189
AREG,374,1238
AHNAK2,113146,18345
GLRA1,2741,1820
SLC37A3,84255,3827
AGR2,10551,1668
ELOVL1,64834,1916
SPANXN2,494119,1376
PRKAR2A,5576,2537
LOC146481,146481,1820
GDF5,8200,2661
MDH1,4190,1420
ATP6V0A1,535,5420
TXNDC11,51061,3128
TAF1B,9014,2798
NUAK2,81788,4038
CYFIP2,26999,7275
CDY2B,203611,1960
TLX1,3195,2106
AXIN2,8313,4935
COMMD4,54939,3369
ZIK1,284307,2898
RPS4Y2,140032,886
TXK,7294,3232
PRELP,5549,5817
SC5DL,6309,9717
TBC1D4,9882,6495
GAS2L3,283431,2938
ZC3H15,55854,2131
MADD,8567,6869
CDH2,1000,4473
TUBB3,10381,6699
SNORD116-16,100033428,93
ZNF439,90594,2716
C17orf37,84299,752
NEURL1B,54492,6405
DZIP3,9666,8352
EPHA3,2042,6672
NR1H3,10062,3356
EIF3E,3646,2943
FRRS1,391059,2678
ITK,3702,4366
SNORA65,26783,136
PGGT1B,5229,2730
RAB11B,9230,1983
MOSC2,54996,1578
WAPAL,23063,6384
RAD17,5884,3802
RHBDD3,25807,1968
SEMA3E,9723,6474
SEC16B,89866,9670
HS3ST3B1,9953,2032
GPR115,221393,3391
C18orf54,162681,5505
SNORD127,100113389,97
EPHA1,2041,3361
HS3ST2,9956,2241
CHST13,166012,1738
FASTKD5,60493,2861
SIDT1,54847,5054
KRT3,3850,2309
TRAPPC9,83696,4771
ATP6V0A4,50617,3356
C1orf25,81627,4444
ABHD11,83451,1880
LOC441294,441294,2354
NOL4,8715,4540
CADM3,57863,3919
AMOT,154796,7686
DKK4,27121,817
ADAM29,11086,3324
SLC3A1,6519,5858
CXCL11,6373,1482
C6orf10,10665,2062
SV2C,22987,2362
KLHL35,283212,1497
IRF8,3394,3668
MGAM,8972,6483
NPL,80896,2472
FKBP1B,2281,1151
RPL19,6143,1126
MYCN,4613,2628
C16orf48,84080,1988
CYP51A1,1595,3974
LMOD2,442721,2149
SMCR8,140775,8309
RHBDD2,57414,1878
CTSO,1519,2927
PSG5,5673,1932
C13orf15,28984,1108
BRMS1L,84312,2696
PLTP,5360,2405
PPP4R1L,55370,3462
TAS2R39,259285,1016
CD46,4179,3370
STX11,8676,5503
YLPM1,56252,9110
SMC5,23137,5991
PI4K2B,55300,3692
TMEM55B,90809,1714
PTPRN,5798,3733
PRKRIP1,79706,5142
FAM133B,257415,2470
MAP4K5,11183,6184
LYZL4,131375,870
MSLN,10232,2526
KLF2,10365,1647
HIGD2B,123346,1116
GRIN3B,116444,3254
C11orf21,29125,2262
POLR2J3,548644,5184
KBTBD2,25948,3710
ZBTB49,166793,2942
NHSL2,340527,4999
ZNRF3,84133,6565
CCNJ,54619,4136
TNIP3,79931,2955
CT47A6,728062,1291
TNPO3,23534,3932
DERL3,91319,3647
TMEM19,55266,5396
TNFSF15,9966,2067
KLF7,8609,1788
FAM107B,83641,4646
NDUFB8,4714,686
OR2A5,393046,935
PIGR,5284,4441
MCART1,92014,5229
CCL13,6357,850
TNIP1,10318,3472
PCSK1,5122,5119
KIAA0174,9798,2726
ZNF404,342908,1841
SLC22A4,6583,2671
CCDC9,26093,2076
USP43,124739,4252
C18orf26,284254,2137
AIMP2,7965,1218
AKR7L,246181,2311
NRP2,8828,7716
GNPTG,84572,1212
OR5B21,219968,928
NEIL2,252969,2751
MAP2K2,5605,2475
NLRP6,171389,2678
GYG1,2992,1804
SH3TC1,54436,5402
SLC2A12,154091,5599
CDKN1A,1026,2421
ANTXRL,195977,2130
MPPED2,744,7384
DUS3L,56931,2113
C13orf1,57213,3574
NELF,26012,3846
LOC283404,283404,1051
USP33,23032,4982
C20orf201,198437,868
PROX1,5629,3610
OR2T11,127077,951
VN1R1,57191,1313
ZNF720,124411,9705
SAMD1,90378,1298
MARVELD1,83742,3217
IGDCC3,9543,4479
ZFATAS,594840,939
NHSL1,57224,8041
EXOC8,149371,5096
NDN,4692,1889
NDRG2,57447,2924
CARD14,79092,7406
DUXA,503835,3346
TSFM,10102,2359
DEFB125,245938,708
CASQ1,844,1956
SPRR2A,6700,783
TYRO3,7301,4869
RAB3IL1,5866,2512
KDM1B,221656,5564
C11orf51,25906,2125
FGF23,8074,3018
PSMG2,56984,1899
CROCCL1,84809,5120
KCNG1,3755,3378
SPDYA,245711,2959
PTH,5741,813
CEACAM4,1089,1330
NHLRC3,387921,5333
S1PR2,9294,3584
RNU11,26824,135
GTF2H5,404672,7476
FAM5C,339479,2917
DNAJC11,55735,3293
CCDC70,83446,1153
NCRNA00158,54072,1475
TOR2A,27433,2508
FAM149A,25854,3738
SNORD115-14,100033451,81
CCDC159,126075,2341
NAE1,8883,2607
PRKCD,5580,3611
SNORD48,26801,64
TTC14,151613,5235
KRT73,319101,2283
HTR2A,3356,3445
GALNTL4,374378,2515
MYF6,4618,1294
MFSD6,54842,4955
KITLG,4254,5432
FAM64A,54478,1916
UBE2G1,7326,4206
ZNF90,7643,5364
COL5A2,1290,6929
LOC25845,25845,1742
TGIF1,7050,4485
ACYP2,98,1220
PEG10,23089,6626
OR1I1,126370,1066
DNAJB8,165721,2468
DNAJB1,3337,2346
PARP10,84875,3641
PCYT1A,5130,1578
LOC285370,285370,2869
CELA2B,51032,922
SAMM50,25813,3215
AICDA,57379,2794
GOLGA8B,440270,5360
SGOL1,151648,2680
KIAA0408,9729,8123
DEFB113,245927,241
CXorf50B,653687,2021
CXorf26,51260,1231
GABRA3,2556,2785
MGC2752,65996,4188
OR52E8,390079,952
RIT2,6014,1156
C10orf71,118461,2975
NT5DC1,221294,4210
KIAA1211,57482,7947
TAF11,6882,1533
RNF14,9604,3213
MOSPD1,56180,2697
SNAP25,6616,2426
ASB16,92591,2139
ILKAP,80895,1915
CLIC4,25932,4434
MEIS2,4212,5069
ZNF10,7556,4662
NUP50,10762,6970
PTPRG,5793,9032
BMP7,655,4234
APOBEC3G,60489,3089
UHRF2,115426,6889
CLEC2A,387836,1220
UNC5C,8633,3782
ACOXL,55289,3321
SNORD116-20,100033431,1235
GPR89A,653519,4844
SUFU,51684,6681
BTF3L4,91408,2356
CMIP,80790,6398
ZNF805,390980,10125
C22orf31,25770,1070
ANXA11,311,4046
SNORD88C,692204,97
KIAA0907,22889,5452
SNORA23,677808,189
OR4F29,729759,937
NRADDP,100129354,1012
SNORD69,692109,77
CLNS1A,1207,1372
ZNF880,400713,2493
C2orf63,130162,5418
PRL,5617,1452
TM6SF1,53346,1917
RNF169,254225,7822
LOC100270746,100270746,940
KLK15,55554,1427
ADA,100,1531
C2orf52,151477,1282
CLPX,10845,2508
SCN1B,6324,2036
PCDHB10,56126,3262
GOLT1B,51026,3438
MLX,6945,2561
THAP11,57215,1885
CCBE1,147372,3540
MRPL44,65080,1746
MMP3,4314,1828
OR2Y1,134083,936
EVX1,2128,1910
MYOM3,127294,9503
LELP1,149018,521
NCAPG,64151,4661
CCDC153,283152,765
CDCA4,55038,2453
MRPL2,51069,2234
IRF5,3663,3740
TUBB1,81027,3494
EXOC3L,283849,4677
SLC22A20,440044,3191
INCENP,3619,4250
CLYBL,171425,1800
FABP3,2170,1097
FAM127C,441518,2033
CUL1,8454,4384
CEP97,79598,6055
FCER1G,2207,594
FAM66E,100132103,1434
SOX21,11166,2508
LOC339568,339568,1514
RAB10,10890,3784
SIGLEC1,6614,8019
GPRASP2,114928,5144
FGF4,2249,1220
CYHR1,50626,2844
PAPPA,5069,10969
INVS,27130,4547
GPBAR1,151306,2003
NKAIN3,286183,1566
RDBP,7936,1560
LAMB4,22798,6204
COPZ1,22818,1981
IQGAP1,8826,7236
LRRC14B,389257,1573
DNAJB13,374407,1874
LRRC37A4,55073,3140
SNORA76,677842,132
SLC31A1,1317,5477
MSRB3,253827,4509
C2CD4D,100191040,1713
GTF2F2,2963,1471
CNTD2,79935,1912
GLUL,2752,4351
COL23A1,91522,3166
VAV1,7409,3012
SPAG17,200162,7125
CNTD1,124817,3276
ANXA8L1,728113,796
OR1M1,125963,941
LOC400931,400931,5401
NOX5,79400,8383
BZW1,9689,3176
PAR4,347745,2392
MAML1,9794,10469
TMEM115,11070,2095
PDE11A,50940,9818
CCL19,6363,682
KDM3A,55818,4917
SNORD115-25,100033801,82
ADAMTSL5,339366,3008
PATE3,100169851,1334
TINAG,27283,3379
HSF5,124535,4107
LYZL1,84569,811
MPP5,64398,5805
C7orf25,79020,3173
C21orf130,284835,2019
TDRD5,163589,3712
C6orf211,79624,2572
GPRC5D,55507,1036
TTTY1B,100101116,940
WDR26,80232,7028
CHST2,9435,3041
LOC646214,646214,8226
TTTY17A,252949,164
KIAA0562,9731,6648
ICA1L,130026,8902
EVI5L,115704,5883
ULBP1,80329,3140
C15orf26,161502,1823
LASS1,10715,2269
NPAS4,266743,3302
SP9,100131390,1455
KIAA0754,643314,6979
IRF2BP2,359948,4742
CNOT7,29883,5331
OR2A25,392138,932
LOC285033,285033,1835
ACOT9,23597,2035
SYT2,127833,7786
MYEOV,26579,2648
TMEM90B,79953,2437
NCRNA00107,283981,668
ITPR1,3708,10578
LMOD1,25802,3965
ACSL1,2180,4802
DAZ4,57135,3835
ZNF317,57693,5024
SESN2,83667,3484
R3HCC1,203069,2598
ACE,1636,8185
MAGEA12,4111,2643
GPR98,84059,20312
SNORD115-22,100033799,82
EPS8L1,54869,4327
CD300LB,124599,2720
ZCCHC6,79670,8817
KIAA0556,23247,7611
PRKAG3,53632,2717
C1orf49,84066,3771
SRCIN1,80725,10500
MARVELD3,91862,3548
RDH12,145226,1962
APOC4,346,613
NIPSNAP3B,55335,5685
SSR3,6747,3101
ATF7,11016,7341
EMX2OS,196047,7598
MOV10L1,54456,5980
FBXO11,80204,4605
SRPX,8406,1852
PSCA,8000,1019
IGF2AS,51214,2861
TTTY14,83869,513
GNA14,9630,2490
MTERFD3,80298,3426
TMSL3,7117,628
EPX,8288,2674
RNF121,55298,2752
SNORA8,654320,4358
HES6,55502,1603
LOC100129935,100129935,1831
ZNF600,162966,2545
PGAM4,441531,1678
OR5P3,120066,935
PHLDB1,23187,7261
FAM92A3,403315,2454
PLEKHH3,79990,4673
ADPRH,141,3507
THAP1,55145,2166
MPPE1,65258,3758
LOC100131551,100131551,3894
C3orf26,84319,3207
IGF1,3479,7813
CHKB,1120,1638
GTF2IP1,2970,4327
CAMK2D,817,6225
FAM92B,339145,1897
WRNIP1,56897,2651
C9orf50,375759,1618
SHANK1,50944,7170
OR51D1,390038,974
DCDC1,341019,4599
CYP4F2,8529,2452
FBXO18,84893,4116
TP63,8626,7104
SNORA1,677792,130
IGSF11,152404,3859
TDRG1,732253,1085
PA2G4P4,647033,2751
C2orf78,388960,3045
UFSP2,55325,2482
SNHG8,100093630,618
SEC61G,23480,465
OR10C1,442194,938
ITGAV,3685,7208
SNORD114-22,767600,70
RAB40AL,282808,1028
B4GALT2,8704,2372
FAM83E,54854,2011
ZFYVE27,118813,3182
GSTM2P1,442245,1135
KRTAP10-5,386680,918
ZNF570,148268,2461
PSMB5,5693,1453
UBAC2,337867,3541
MMACHC,25974,2848
CKMT1B,1159,3373
C10orf81,79949,5392
PLEKHA4,57664,3237
HAS1,3036,2156
MNDA,4332,1667
ITM2B,9445,1896
CCDC80,151887,4531
TMEM81,388730,1331
RPH3AL,9501,2591
CEBPA,1050,2589
AKAP2,11217,6996
CALCOCO1,57658,4128
CDC42,998,3329
BLMH,642,2417
ETV3L,440695,1976
IPO5,3843,6978
MKRN2,23609,2763
SULT1A3,6818,4743
PEG3,5178,9030
NBPF3,84224,4369
PRR20B,729233,1847
OR2S2,56656,1046
GPRC6A,222545,2860
POP1,10940,4770
TARS2,80222,2371
C17orf85,55421,4913
AGBL3,340351,3529
DEK,7913,2871
RCL1,10171,3720
DBNDD1,79007,2487
